date,month,year,axis,origin,destination,number_of_trains_scheduled,number_of_train_canceled,trains_late_at_destination,number_of_trains_actual,percentage_trains_canceled,reliability,line
2018-05,5,2018,National,paris,bellegarde-(ain),205.0,56.0,55.0,149.0,27.32,63.1,paris:bellegarde-(ain)
2018-05,5,2018,National,besancon-franche-comte,paris,196.0,41.0,12.0,155.0,20.92,92.3,besancon-franche-comte:paris
2018-05,5,2018,National,le-creusot-montceau-montchanin,paris,223.0,10.0,39.0,213.0,4.48,81.7,le-creusot-montceau-montchanin:paris
2018-05,5,2018,National,paris,lyon,634.0,101.0,50.0,533.0,15.93,90.6,paris:lyon
2018-05,5,2018,National,lyon,paris,658.0,68.0,57.0,590.0,10.33,90.3,lyon:paris
2018-05,5,2018,National,lyon,marseille-st-charles,590.0,184.0,117.0,406.0,31.19,71.2,lyon:marseille-st-charles
2018-05,5,2018,National,marseille-st-charles,lyon,584.0,180.0,80.0,404.0,30.82,80.2,marseille-st-charles:lyon
2018-05,5,2018,National,montpellier,lyon,330.0,122.0,36.0,208.0,36.97,82.7,montpellier:lyon
2018-05,5,2018,International,paris,stuttgart,147.0,0.0,17.0,147.0,0.0,88.4,paris:stuttgart
2018-05,5,2018,International,geneve,paris,217.0,59.0,43.0,158.0,27.19,72.8,geneve:paris
2018-05,5,2018,International,paris,italie,89.0,20.0,13.0,69.0,22.47,81.2,paris:italie
2018-05,5,2018,International,paris,barcelona,56.0,0.0,10.0,56.0,0.0,82.1,paris:barcelona
2018-05,5,2018,National,paris,la-rochelle-ville,219.0,48.0,12.0,171.0,21.92,93.0,paris:la-rochelle-ville
2018-05,5,2018,National,paris,poitiers,496.0,162.0,26.0,334.0,32.66,92.2,paris:poitiers
2018-05,5,2018,National,paris,quimper,244.0,71.0,11.0,173.0,29.1,93.6,paris:quimper
2018-05,5,2018,National,paris,rennes,618.0,184.0,50.0,434.0,29.77,88.5,paris:rennes
2018-05,5,2018,National,st-malo,paris,83.0,20.0,6.0,63.0,24.1,90.5,st-malo:paris
2018-05,5,2018,National,paris,st-pierre-des-corps,411.0,128.0,39.0,283.0,31.14,86.2,paris:st-pierre-des-corps
2018-05,5,2018,National,vannes,paris,263.0,72.0,27.0,191.0,27.38,85.9,vannes:paris
2018-05,5,2018,National,paris,metz,288.0,36.0,34.0,252.0,12.5,86.5,paris:metz
2018-05,5,2018,National,strasbourg,paris,498.0,47.0,65.0,451.0,9.44,85.6,strasbourg:paris
2018-05,5,2018,National,arras,paris,375.0,141.0,62.0,234.0,37.6,73.5,arras:paris
2018-05,5,2018,National,lille,marseille-st-charles,189.0,40.0,40.0,149.0,21.16,73.2,lille:marseille-st-charles
2018-05,5,2018,National,bordeaux-st-jean,tourcoing,28.0,7.0,2.0,21.0,25.0,90.5,bordeaux-st-jean:tourcoing
2018-05,5,2018,National,marne-la-vallee,marseille-st-charles,338.0,70.0,65.0,268.0,20.71,75.7,marne-la-vallee:marseille-st-charles
2018-05,5,2018,National,paris,avignon,510.0,72.0,61.0,438.0,14.12,86.1,paris:avignon
2018-05,5,2018,National,bellegarde-(ain),paris,234.0,63.0,45.0,171.0,26.92,73.7,bellegarde-(ain):paris
2018-05,5,2018,National,macon-loche,paris,234.0,42.0,56.0,192.0,17.95,70.8,macon-loche:paris
2018-05,5,2018,National,paris,marseille-st-charles,498.0,97.0,67.0,401.0,19.48,83.3,paris:marseille-st-charles
2018-05,5,2018,National,marseille-st-charles,paris,441.0,68.0,56.0,373.0,15.42,85.0,marseille-st-charles:paris
2018-05,5,2018,National,nimes,paris,484.0,146.0,66.0,338.0,30.17,80.5,nimes:paris
2018-05,5,2018,National,saint-etienne-chateaucreux,paris,79.0,13.0,7.0,66.0,16.46,89.4,saint-etienne-chateaucreux:paris
2018-05,5,2018,National,paris,toulon,310.0,87.0,34.0,223.0,28.06,84.8,paris:toulon
2018-05,5,2018,International,lausanne,paris,135.0,27.0,25.0,108.0,20.0,76.9,lausanne:paris
2018-05,5,2018,International,paris,zurich,134.0,21.0,35.0,113.0,15.67,69.0,paris:zurich
2018-05,5,2018,International,madrid,marseille-st-charles,30.0,17.0,3.0,13.0,56.67,76.9,madrid:marseille-st-charles
2018-05,5,2018,National,paris,angers-saint-laud,407.0,102.0,54.0,305.0,25.06,82.3,paris:angers-saint-laud
2018-05,5,2018,National,le-mans,paris,419.0,102.0,99.0,317.0,24.34,68.8,le-mans:paris
2018-05,5,2018,National,paris,st-malo,88.0,23.0,17.0,65.0,26.14,73.8,paris:st-malo
2018-05,5,2018,National,paris,reims,242.0,40.0,24.0,202.0,16.53,88.1,paris:reims
2018-05,5,2018,National,paris,strasbourg,507.0,57.0,39.0,450.0,11.24,91.3,paris:strasbourg
2018-05,5,2018,National,strasbourg,nantes,60.0,22.0,6.0,38.0,36.67,84.2,strasbourg:nantes
2018-05,5,2018,National,paris,arras,354.0,146.0,57.0,208.0,41.24,72.6,paris:arras
2018-05,5,2018,National,douai,paris,206.0,61.0,43.0,145.0,29.61,70.3,douai:paris
2018-05,5,2018,National,paris,lille,697.0,224.0,116.0,473.0,32.14,75.5,paris:lille
2018-05,5,2018,National,lille,lyon,306.0,76.0,56.0,230.0,24.84,75.7,lille:lyon
2018-05,5,2018,National,marseille-st-charles,lille,197.0,40.0,30.0,157.0,20.3,80.9,marseille-st-charles:lille
2018-05,5,2018,National,bordeaux-st-jean,paris,38.0,0.0,1.0,38.0,0.0,97.4,bordeaux-st-jean:paris
2018-05,5,2018,National,nantes,paris,30.0,0.0,5.0,30.0,0.0,83.3,nantes:paris
2018-05,5,2018,National,tourcoing,bordeaux-st-jean,26.0,3.0,3.0,23.0,11.54,87.0,tourcoing:bordeaux-st-jean
2018-05,5,2018,National,marne-la-vallee,lyon,374.0,88.0,74.0,286.0,23.53,74.1,marne-la-vallee:lyon
2018-05,5,2018,National,paris,aix-en-provence,457.0,76.0,65.0,381.0,16.63,82.9,paris:aix-en-provence
2018-05,5,2018,National,paris,annecy,181.0,65.0,18.0,116.0,35.91,84.5,paris:annecy
2018-05,5,2018,National,dijon-ville,paris,434.0,78.0,49.0,356.0,17.97,86.2,dijon-ville:paris
2018-05,5,2018,National,mulhouse-ville,paris,302.0,62.0,46.0,240.0,20.53,80.8,mulhouse-ville:paris
2018-05,5,2018,National,nice-ville,paris,230.0,46.0,27.0,184.0,20.0,85.3,nice-ville:paris
2018-05,5,2018,National,perpignan,paris,203.0,61.0,32.0,142.0,30.05,77.5,perpignan:paris
2018-05,5,2018,National,toulon,paris,307.0,71.0,32.0,236.0,23.13,86.4,toulon:paris
2018-05,5,2018,National,valence-alixan,paris,378.0,120.0,48.0,258.0,31.75,81.4,valence-alixan:paris
2018-05,5,2018,International,paris,francfort,163.0,0.0,11.0,163.0,0.0,93.3,paris:francfort
2018-05,5,2018,International,francfort,paris,167.0,3.0,38.0,164.0,1.8,76.8,francfort:paris
2018-05,5,2018,International,zurich,paris,133.0,17.0,27.0,116.0,12.78,76.7,zurich:paris
2018-05,5,2018,National,paris,brest,235.0,67.0,13.0,168.0,28.51,92.3,paris:brest
2018-05,5,2018,National,la-rochelle-ville,paris,216.0,45.0,25.0,171.0,20.83,85.4,la-rochelle-ville:paris
2018-05,5,2018,National,quimper,paris,242.0,63.0,16.0,179.0,26.03,91.1,quimper:paris
2018-05,5,2018,National,st-pierre-des-corps,paris,420.0,113.0,76.0,307.0,26.9,75.2,st-pierre-des-corps:paris
2018-05,5,2018,National,paris,vannes,248.0,76.0,20.0,172.0,30.65,88.4,paris:vannes
2018-05,5,2018,National,lyon,rennes,80.0,32.0,10.0,48.0,40.0,79.2,lyon:rennes
2018-05,5,2018,National,marseille-st-charles,tourcoing,26.0,9.0,2.0,17.0,34.62,88.2,marseille-st-charles:tourcoing
2018-05,5,2018,National,paris,besancon-franche-comte,174.0,38.0,23.0,136.0,21.84,83.1,paris:besancon-franche-comte
2018-05,5,2018,National,paris,chambery-challes-les-eaux,186.0,59.0,18.0,127.0,31.72,85.8,paris:chambery-challes-les-eaux
2018-05,5,2018,National,chambery-challes-les-eaux,paris,221.0,63.0,49.0,158.0,28.51,69.0,chambery-challes-les-eaux:paris
2018-05,5,2018,National,paris,grenoble,232.0,72.0,26.0,160.0,31.03,83.8,paris:grenoble
2018-05,5,2018,National,paris,le-creusot-montceau-montchanin,212.0,12.0,35.0,200.0,5.66,82.5,paris:le-creusot-montceau-montchanin
2018-05,5,2018,National,paris,macon-loche,198.0,61.0,16.0,137.0,30.81,88.3,paris:macon-loche
2018-05,5,2018,National,paris,montpellier,402.0,139.0,29.0,263.0,34.58,89.0,paris:montpellier
2018-05,5,2018,National,montpellier,paris,489.0,146.0,68.0,343.0,29.86,80.2,montpellier:paris
2018-05,5,2018,National,paris,nice-ville,234.0,57.0,22.0,177.0,24.36,87.6,paris:nice-ville
2018-05,5,2018,National,paris,nimes,399.0,139.0,33.0,260.0,34.84,87.3,paris:nimes
2018-05,5,2018,National,paris,perpignan,180.0,65.0,21.0,115.0,36.11,81.7,paris:perpignan
2018-05,5,2018,National,lyon,montpellier,322.0,110.0,49.0,212.0,34.16,76.9,lyon:montpellier
2018-05,5,2018,International,stuttgart,paris,145.0,1.0,27.0,144.0,0.69,81.2,stuttgart:paris
2018-05,5,2018,International,barcelona,paris,74.0,12.0,12.0,62.0,16.22,80.6,barcelona:paris
2018-05,5,2018,International,marseille-st-charles,madrid,25.0,14.0,3.0,11.0,56.0,72.7,marseille-st-charles:madrid
2018-05,5,2018,National,angouleme,paris,264.0,76.0,38.0,188.0,28.79,79.8,angouleme:paris
2018-05,5,2018,National,paris,bordeaux-st-jean,800.0,266.0,55.0,534.0,33.25,89.7,paris:bordeaux-st-jean
2018-05,5,2018,National,brest,paris,249.0,65.0,15.0,184.0,26.1,91.8,brest:paris
2018-05,5,2018,National,laval,paris,204.0,48.0,43.0,156.0,23.53,72.4,laval:paris
2018-05,5,2018,National,paris,le-mans,426.0,82.0,46.0,344.0,19.25,86.6,paris:le-mans
2018-05,5,2018,National,paris,nantes,532.0,141.0,62.0,391.0,26.5,84.1,paris:nantes
2018-05,5,2018,National,paris,toulouse,164.0,41.0,15.0,123.0,25.0,87.8,paris:toulouse
2018-05,5,2018,National,toulouse,paris,161.0,34.0,17.0,127.0,21.12,86.6,toulouse:paris
2018-05,5,2018,National,paris,tours,171.0,25.0,23.0,146.0,14.62,84.2,paris:tours
2018-05,5,2018,National,tours,paris,175.0,32.0,31.0,143.0,18.29,78.3,tours:paris
2018-05,5,2018,National,metz,paris,296.0,37.0,48.0,259.0,12.5,81.5,metz:paris
2018-05,5,2018,National,paris,nancy,320.0,67.0,19.0,253.0,20.94,92.5,paris:nancy
2018-05,5,2018,National,nancy,paris,316.0,61.0,18.0,255.0,19.3,92.9,nancy:paris
2018-05,5,2018,National,paris,dunkerque,252.0,91.0,23.0,161.0,36.11,85.7,paris:dunkerque
2018-05,5,2018,National,lille,paris,639.0,179.0,112.0,460.0,28.01,75.7,lille:paris
2018-05,5,2018,National,lyon,lille,307.0,92.0,54.0,215.0,29.97,74.9,lyon:lille
2018-05,5,2018,National,paris,nantes,30.0,0.0,7.0,30.0,0.0,76.7,paris:nantes
2018-05,5,2018,National,paris,rennes,19.0,0.0,4.0,19.0,0.0,78.9,paris:rennes
2018-05,5,2018,National,paris,dijon-ville,435.0,96.0,33.0,339.0,22.07,90.3,paris:dijon-ville
2018-05,5,2018,National,grenoble,paris,227.0,66.0,25.0,161.0,29.07,84.5,grenoble:paris
2018-05,5,2018,National,paris,mulhouse-ville,281.0,64.0,59.0,217.0,22.78,72.8,paris:mulhouse-ville
2018-05,5,2018,National,paris,saint-etienne-chateaucreux,101.0,30.0,14.0,71.0,29.7,80.3,paris:saint-etienne-chateaucreux
2018-05,5,2018,National,paris,valence-alixan,414.0,147.0,34.0,267.0,35.51,87.3,paris:valence-alixan
2018-05,5,2018,International,paris,geneve,193.0,52.0,48.0,141.0,26.94,66.0,paris:geneve
2018-05,5,2018,International,italie,paris,82.0,19.0,22.0,63.0,23.17,65.1,italie:paris
2018-05,5,2018,International,paris,lausanne,142.0,34.0,13.0,108.0,23.94,88.0,paris:lausanne
2018-06,6,2018,National,paris,angouleme,226.0,43.0,30.0,183.0,19.03,83.6,paris:angouleme
2018-06,6,2018,National,bordeaux-st-jean,paris,844.0,156.0,129.0,688.0,18.48,81.2,bordeaux-st-jean:paris
2018-06,6,2018,National,la-rochelle-ville,paris,211.0,20.0,40.0,191.0,9.48,79.1,la-rochelle-ville:paris
2018-06,6,2018,National,le-mans,paris,404.0,50.0,139.0,354.0,12.38,60.7,le-mans:paris
2018-06,6,2018,National,paris,poitiers,495.0,83.0,64.0,412.0,16.77,84.5,paris:poitiers
2018-06,6,2018,National,poitiers,paris,443.0,62.0,90.0,381.0,14.0,76.4,poitiers:paris
2018-06,6,2018,National,paris,rennes,640.0,118.0,91.0,522.0,18.44,82.6,paris:rennes
2018-06,6,2018,National,paris,st-malo,96.0,11.0,7.0,85.0,11.46,91.8,paris:st-malo
2018-06,6,2018,National,st-malo,paris,88.0,5.0,13.0,83.0,5.68,84.3,st-malo:paris
2018-06,6,2018,National,paris,toulouse,176.0,22.0,27.0,154.0,12.5,82.5,paris:toulouse
2018-06,6,2018,National,paris,vannes,260.0,46.0,33.0,214.0,17.69,84.6,paris:vannes
2018-06,6,2018,National,metz,paris,300.0,14.0,82.0,286.0,4.67,71.3,metz:paris
2018-06,6,2018,National,nancy,paris,314.0,36.0,26.0,278.0,11.46,90.6,nancy:paris
2018-06,6,2018,National,paris,arras,367.0,102.0,58.0,265.0,27.79,78.1,paris:arras
2018-06,6,2018,National,paris,douai,206.0,39.0,37.0,167.0,18.93,77.8,paris:douai
2018-06,6,2018,National,douai,paris,203.0,37.0,25.0,166.0,18.23,84.9,douai:paris
2018-06,6,2018,National,lyon,lille,300.0,82.0,91.0,218.0,27.33,58.3,lyon:lille
2018-06,6,2018,National,lille,marseille-st-charles,188.0,33.0,31.0,155.0,17.55,80.0,lille:marseille-st-charles
2018-06,6,2018,National,nantes,paris,50.0,0.0,6.0,50.0,0.0,88.0,nantes:paris
2018-06,6,2018,National,paris,annecy,178.0,42.0,45.0,136.0,23.6,66.9,paris:annecy
2018-06,6,2018,National,paris,grenoble,236.0,50.0,42.0,186.0,21.19,77.4,paris:grenoble
2018-06,6,2018,National,lyon,paris,611.0,10.0,84.0,601.0,1.64,86.0,lyon:paris
2018-06,6,2018,National,nimes,paris,487.0,101.0,100.0,386.0,20.74,74.1,nimes:paris
2018-06,6,2018,National,valence-alixan,paris,348.0,64.0,71.0,284.0,18.39,75.0,valence-alixan:paris
2018-06,6,2018,National,montpellier,lyon,317.0,115.0,46.0,202.0,36.28,77.2,montpellier:lyon
2018-06,6,2018,International,paris,francfort,155.0,1.0,16.0,154.0,0.65,89.6,paris:francfort
2018-06,6,2018,International,paris,geneve,197.0,40.0,111.0,157.0,20.3,29.3,paris:geneve
2018-06,6,2018,International,lausanne,paris,141.0,10.0,36.0,131.0,7.09,72.5,lausanne:paris
2018-06,6,2018,National,paris,bordeaux-st-jean,804.0,157.0,75.0,647.0,19.53,88.4,paris:bordeaux-st-jean
2018-06,6,2018,National,paris,le-mans,429.0,54.0,57.0,375.0,12.59,84.8,paris:le-mans
2018-06,6,2018,National,nantes,paris,533.0,65.0,108.0,468.0,12.2,76.9,nantes:paris
2018-06,6,2018,National,quimper,paris,249.0,45.0,24.0,204.0,18.07,88.2,quimper:paris
2018-06,6,2018,National,paris,reims,216.0,10.0,31.0,206.0,4.63,85.0,paris:reims
2018-06,6,2018,National,paris,strasbourg,471.0,25.0,48.0,446.0,5.31,89.2,paris:strasbourg
2018-06,6,2018,National,paris,lille,717.0,124.0,123.0,593.0,17.29,79.3,paris:lille
2018-06,6,2018,National,lille,lyon,320.0,72.0,44.0,248.0,22.5,82.3,lille:lyon
2018-06,6,2018,National,paris,aix-en-provence,450.0,31.0,73.0,419.0,6.89,82.6,paris:aix-en-provence
2018-06,6,2018,National,aix-en-provence,paris,393.0,16.0,63.0,377.0,4.07,83.3,aix-en-provence:paris
2018-06,6,2018,National,paris,avignon,504.0,18.0,109.0,486.0,3.57,77.6,paris:avignon
2018-06,6,2018,National,avignon,paris,561.0,41.0,91.0,520.0,7.31,82.5,avignon:paris
2018-06,6,2018,National,paris,bellegarde-(ain),207.0,42.0,120.0,165.0,20.29,27.3,paris:bellegarde-(ain)
2018-06,6,2018,National,bellegarde-(ain),paris,228.0,47.0,121.0,181.0,20.61,33.1,bellegarde-(ain):paris
2018-06,6,2018,National,paris,besancon-franche-comte,185.0,24.0,30.0,161.0,12.97,81.4,paris:besancon-franche-comte
2018-06,6,2018,National,besancon-franche-comte,paris,196.0,26.0,22.0,170.0,13.27,87.1,besancon-franche-comte:paris
2018-06,6,2018,National,chambery-challes-les-eaux,paris,194.0,43.0,92.0,151.0,22.16,39.1,chambery-challes-les-eaux:paris
2018-06,6,2018,National,paris,macon-loche,195.0,47.0,14.0,148.0,24.1,90.5,paris:macon-loche
2018-06,6,2018,National,paris,montpellier,418.0,90.0,68.0,328.0,21.53,79.3,paris:montpellier
2018-06,6,2018,National,nice-ville,paris,226.0,33.0,28.0,193.0,14.6,85.5,nice-ville:paris
2018-06,6,2018,National,paris,nimes,418.0,90.0,64.0,328.0,21.53,80.5,paris:nimes
2018-06,6,2018,National,saint-etienne-chateaucreux,paris,76.0,1.0,9.0,75.0,1.32,88.0,saint-etienne-chateaucreux:paris
2018-06,6,2018,National,paris,toulon,316.0,64.0,39.0,252.0,20.25,84.5,paris:toulon
2018-06,6,2018,International,paris,italie,81.0,15.0,43.0,66.0,18.52,34.8,paris:italie
2018-06,6,2018,National,angouleme,paris,260.0,38.0,43.0,222.0,14.62,80.6,angouleme:paris
2018-06,6,2018,National,paris,quimper,255.0,44.0,14.0,211.0,17.25,93.4,paris:quimper
2018-06,6,2018,National,rennes,lyon,97.0,32.0,11.0,65.0,32.99,83.1,rennes:lyon
2018-06,6,2018,National,reims,paris,217.0,8.0,53.0,209.0,3.69,74.6,reims:paris
2018-06,6,2018,National,strasbourg,nantes,54.0,12.0,9.0,42.0,22.22,78.6,strasbourg:nantes
2018-06,6,2018,National,dunkerque,paris,223.0,45.0,22.0,178.0,20.18,87.6,dunkerque:paris
2018-06,6,2018,National,marseille-st-charles,lille,187.0,31.0,49.0,156.0,16.58,68.6,marseille-st-charles:lille
2018-06,6,2018,National,bordeaux-st-jean,tourcoing,33.0,0.0,5.0,33.0,0.0,84.8,bordeaux-st-jean:tourcoing
2018-06,6,2018,National,marseille-st-charles,tourcoing,20.0,2.0,2.0,18.0,10.0,88.9,marseille-st-charles:tourcoing
2018-06,6,2018,National,paris,bordeaux-st-jean,58.0,0.0,4.0,58.0,0.0,93.1,paris:bordeaux-st-jean
2018-06,6,2018,National,tourcoing,marseille-st-charles,19.0,1.0,2.0,18.0,5.26,88.9,tourcoing:marseille-st-charles
2018-06,6,2018,National,lyon,marne-la-vallee,300.0,82.0,81.0,218.0,27.33,62.8,lyon:marne-la-vallee
2018-06,6,2018,National,paris,chambery-challes-les-eaux,133.0,37.0,52.0,96.0,27.82,45.8,paris:chambery-challes-les-eaux
2018-06,6,2018,National,paris,dijon-ville,442.0,47.0,40.0,395.0,10.63,89.9,paris:dijon-ville
2018-06,6,2018,National,macon-loche,paris,224.0,23.0,71.0,201.0,10.27,64.7,macon-loche:paris
2018-06,6,2018,National,mulhouse-ville,paris,308.0,37.0,42.0,271.0,12.01,84.5,mulhouse-ville:paris
2018-06,6,2018,National,paris,saint-etienne-chateaucreux,114.0,32.0,21.0,82.0,28.07,74.4,paris:saint-etienne-chateaucreux
2018-06,6,2018,National,paris,valence-alixan,384.0,82.0,52.0,302.0,21.35,82.8,paris:valence-alixan
2018-06,6,2018,International,francfort,paris,111.0,0.0,31.0,111.0,0.0,72.1,francfort:paris
2018-06,6,2018,International,stuttgart,paris,145.0,0.0,33.0,145.0,0.0,77.2,stuttgart:paris
2018-06,6,2018,International,paris,lausanne,136.0,14.0,29.0,122.0,10.29,76.2,paris:lausanne
2018-06,6,2018,International,paris,zurich,145.0,5.0,24.0,140.0,3.45,82.9,paris:zurich
2018-06,6,2018,International,barcelona,paris,99.0,11.0,23.0,88.0,11.11,73.9,barcelona:paris
2018-06,6,2018,National,paris,brest,254.0,40.0,21.0,214.0,15.75,90.2,paris:brest
2018-06,6,2018,National,paris,la-rochelle-ville,217.0,22.0,23.0,195.0,10.14,88.2,paris:la-rochelle-ville
2018-06,6,2018,National,paris,laval,220.0,35.0,35.0,185.0,15.91,81.1,paris:laval
2018-06,6,2018,National,laval,paris,199.0,32.0,52.0,167.0,16.08,68.9,laval:paris
2018-06,6,2018,National,paris,st-pierre-des-corps,392.0,69.0,64.0,323.0,17.6,80.2,paris:st-pierre-des-corps
2018-06,6,2018,National,paris,tours,184.0,13.0,44.0,171.0,7.07,74.3,paris:tours
2018-06,6,2018,National,vannes,paris,269.0,52.0,41.0,217.0,19.33,81.1,vannes:paris
2018-06,6,2018,National,paris,metz,294.0,12.0,37.0,282.0,4.08,86.9,paris:metz
2018-06,6,2018,National,paris,nancy,324.0,36.0,38.0,288.0,11.11,86.8,paris:nancy
2018-06,6,2018,National,strasbourg,paris,485.0,17.0,85.0,468.0,3.51,81.8,strasbourg:paris
2018-06,6,2018,National,nantes,strasbourg,53.0,11.0,8.0,42.0,20.75,81.0,nantes:strasbourg
2018-06,6,2018,National,arras,paris,397.0,96.0,63.0,301.0,24.18,79.1,arras:paris
2018-06,6,2018,National,paris,dunkerque,268.0,74.0,24.0,194.0,27.61,87.6,paris:dunkerque
2018-06,6,2018,National,lille,paris,652.0,90.0,109.0,562.0,13.8,80.6,lille:paris
2018-06,6,2018,National,paris,nantes,50.0,0.0,6.0,50.0,0.0,88.0,paris:nantes
2018-06,6,2018,National,paris,rennes,30.0,0.0,6.0,30.0,0.0,80.0,paris:rennes
2018-06,6,2018,National,tourcoing,bordeaux-st-jean,31.0,0.0,10.0,31.0,0.0,67.7,tourcoing:bordeaux-st-jean
2018-06,6,2018,National,marne-la-vallee,lyon,391.0,84.0,56.0,307.0,21.48,81.8,marne-la-vallee:lyon
2018-06,6,2018,National,marne-la-vallee,marseille-st-charles,345.0,50.0,49.0,295.0,14.49,83.4,marne-la-vallee:marseille-st-charles
2018-06,6,2018,National,annecy,paris,178.0,41.0,75.0,137.0,23.03,45.3,annecy:paris
2018-06,6,2018,National,dijon-ville,paris,433.0,43.0,63.0,390.0,9.93,83.8,dijon-ville:paris
2018-06,6,2018,National,marseille-st-charles,paris,427.0,18.0,67.0,409.0,4.22,83.6,marseille-st-charles:paris
2018-06,6,2018,National,montpellier,paris,487.0,101.0,99.0,386.0,20.74,74.4,montpellier:paris
2018-06,6,2018,National,paris,nice-ville,243.0,45.0,22.0,198.0,18.52,88.9,paris:nice-ville
2018-06,6,2018,National,lyon,marseille-st-charles,607.0,156.0,113.0,451.0,25.7,74.9,lyon:marseille-st-charles
2018-06,6,2018,National,marseille-st-charles,lyon,569.0,138.0,89.0,431.0,24.25,79.4,marseille-st-charles:lyon
2018-06,6,2018,International,geneve,paris,218.0,45.0,116.0,173.0,20.64,32.9,geneve:paris
2018-06,6,2018,International,madrid,marseille-st-charles,30.0,18.0,5.0,12.0,60.0,58.3,madrid:marseille-st-charles
2018-06,6,2018,International,marseille-st-charles,madrid,30.0,18.0,1.0,12.0,60.0,91.7,marseille-st-charles:madrid
2018-06,6,2018,International,paris,barcelona,97.0,11.0,23.0,86.0,11.34,73.3,paris:barcelona
2018-06,6,2018,National,paris,angers-saint-laud,383.0,40.0,58.0,343.0,10.44,83.1,paris:angers-saint-laud
2018-06,6,2018,National,angers-saint-laud,paris,395.0,50.0,114.0,345.0,12.66,67.0,angers-saint-laud:paris
2018-06,6,2018,National,brest,paris,254.0,43.0,24.0,211.0,16.93,88.6,brest:paris
2018-06,6,2018,National,paris,nantes,540.0,74.0,65.0,466.0,13.7,86.1,paris:nantes
2018-06,6,2018,National,rennes,paris,659.0,133.0,146.0,526.0,20.18,72.2,rennes:paris
2018-06,6,2018,National,st-pierre-des-corps,paris,399.0,41.0,106.0,358.0,10.28,70.4,st-pierre-des-corps:paris
2018-06,6,2018,National,toulouse,paris,175.0,21.0,33.0,154.0,12.0,78.6,toulouse:paris
2018-06,6,2018,National,tours,paris,188.0,13.0,47.0,175.0,6.91,73.1,tours:paris
2018-06,6,2018,National,lyon,rennes,94.0,32.0,21.0,62.0,34.04,66.1,lyon:rennes
2018-06,6,2018,National,bordeaux-st-jean,paris,59.0,0.0,13.0,59.0,0.0,78.0,bordeaux-st-jean:paris
2018-06,6,2018,National,rennes,paris,30.0,0.0,2.0,30.0,0.0,93.3,rennes:paris
2018-06,6,2018,National,marseille-st-charles,marne-la-vallee,301.0,34.0,49.0,267.0,11.3,81.6,marseille-st-charles:marne-la-vallee
2018-06,6,2018,National,grenoble,paris,237.0,50.0,42.0,187.0,21.1,77.5,grenoble:paris
2018-06,6,2018,National,paris,le-creusot-montceau-montchanin,208.0,10.0,40.0,198.0,4.81,79.8,paris:le-creusot-montceau-montchanin
2018-06,6,2018,National,le-creusot-montceau-montchanin,paris,217.0,1.0,53.0,216.0,0.46,75.5,le-creusot-montceau-montchanin:paris
2018-06,6,2018,National,paris,lyon,631.0,53.0,66.0,578.0,8.4,88.6,paris:lyon
2018-06,6,2018,National,paris,marseille-st-charles,482.0,41.0,71.0,441.0,8.51,83.9,paris:marseille-st-charles
